title,price,size,address,link
Wohnungstausch: Gotzkowskystraße 11,1.025 €,107 m²,"Gotzkowskystraße 11, Moabit, Berlin",https://www.immobilienscout24.de/expose/159468923
Wohnungstausch: Hermannstraße 199,800 €,45 m²,"Hermannstraße 199, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159468937
Tauschwohnung: 2 Zimmer Wohnung in Moabit,450 €,43 m²,"Siemensstraße  16, Moabit, Berlin",https://www.immobilienscout24.de/expose/159800363
Tauschwohnung: Schöne 2-Zimmerwohnung mit Balkon in top Lage,554 €,62 m²,"Kreuznacher Str. 26, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/159800588
Wohnungstausch: Paul-Grasse-Straße 28,550 €,78 m²,"Paul-Grasse-Straße 28, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159468950
Wohnungstausch: Laehr'scher Jagdweg 20,795 €,65 m²,"Laehr'scher Jagdweg 20, Zehlendorf, Berlin",https://www.immobilienscout24.de/expose/159468996
"Tauschwohnung: 2 Wohnungen im Angebot! 3-Zimmer Schöneberg + 2,5 Zi. Moabit",1.100 €,84 m²,"Tauschwohnungstraße 1, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159801382
Tauschwohnung: 2 Zimmer Wohnung direkt am idyllischen Fennpfuhlpark,700 €,45 m²,"Anton-Saefkow-Platz 3, Fennpfuhl, Berlin",https://www.immobilienscout24.de/expose/159801391
Wohnungstausch: Bellermannstraße 2,1.469 €,120 m²,"Bellermannstraße 2, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/159469060
Wohnungstausch: Schliemannstraße 23a,1.250 €,85 m²,"Schliemannstraße a 23, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159469106
"Tauschwohnung: 2 Zi Wohnung mit 2 Balkonen, Hundehaltung erlaubt",890 €,62 m²,"Tauschwohnungstraße 1, Köpenick, Berlin",https://www.immobilienscout24.de/expose/159801408
Tauschwohnung: Sunny und Spacious Revonated Altbau in Prenzlauerberg,1.150 €,70 m²,"Tauschwohnungstraße 1, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159801415
Tauschwohnung: Genossenschaftswohnung in Weißensee,518 €,70 m²,"Wigandstaler Str. 28, Weißensee, Berlin",https://www.immobilienscout24.de/expose/159801866
Tauschwohnung: 55qm in Steglitz,550 €,55 m²,"Hünensteig 28, Steglitz, Berlin",https://www.immobilienscout24.de/expose/159802545
Tauschwohnung: Biete ruhige 2 Zimmer in Friedrichshain,660 €,55 m²,"Tauschwohnungstraße 1, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159803126
Tauschwohnung: Schöne 2 Zimmer Wohnung in Britz,496 €,53 m²,"Parchimer Allee 24, Britz, Berlin",https://www.immobilienscout24.de/expose/159803801
Tauschwohnung: Sanierte Altbauwohnung,1.900 €,150 m²,"Dircksenstr 41, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159804057
Tauschwohnung: 64qm zwischen Humboldthain und Mauerpark; Suche 100qm 3-4Zi,450 €,64 m²,"Wattstr 14, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/159804136
Tauschwohnung: !!TAUSCHWOHNUNG!! 2 Zimmer+Balkon in Kaulsdorf/Hellersdorf,327 €,48 m²,"Erich Kästner str 57, Hellersdorf, Berlin",https://www.immobilienscout24.de/expose/159804165
Tauschwohnung: Tauschwohnung in Pankow,"650,87 €",61 m²,"Borkumstrasse 1, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159804195
Tauschwohnung: Wunderschöne 4-Zimmer-Wohnung mit Balkon in Hansaviertel,1.850 €,100 m²,"Klopstockstr. 30, Hansaviertel, Berlin",https://www.immobilienscout24.de/expose/159804204
Tauschwohnung: 3 Zimmer in Moabit (Mitte),1.000 €,65 m²,"Rostocker Straße xx, Moabit, Berlin",https://www.immobilienscout24.de/expose/159804211
Tauschwohnung: 2 Zimmer Wohnung,500 €,62 m²,"Chorweilerstrasse  33, Altglienicke, Berlin",https://www.immobilienscout24.de/expose/159804216
Tauschwohnung: Bieten Berlin und suchen Hamburg,990 €,73 m²,"Tegeler Weg 102, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159804221
Tauschwohnung: 3Zi-Wohnung in Tiergarten,1.300 €,71 m²,"Tauschwohnungstraße 1, Tiergarten, Berlin",https://www.immobilienscout24.de/expose/159804236
Tauschwohnung: Modern renovierte Altbauwohnung 2 OG im Prenzlauer Berg,700 €,56 m²,"Cothenius str 3, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159804239
"Tauschwohnung: Super zentrale Wohnung, 2 Zimmer, bester Ausblick!",680 €,48 m²,"Prenzlauer Berg 17, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159804245
Tauschwohnung: Tausche 2-Zimmer-Wohnung im Winsviertel,700 €,53 m²,"Greifswalder Straße 210, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159804277
Tauschwohnung: Wohnung im Weitlingkiez,470 €,55 m²,"Wönnichstrasse  1, Rummelsburg, Berlin",https://www.immobilienscout24.de/expose/159804280
Tauschwohnung: Schöne Altbauwohnung im zentralen Winsviertel (PBerg),765 €,58 m²,"Chodowieckistr.  37, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159804306
Tauschwohnung: 1-Zi Altbau Friedrichshain gegen 1-Zi-DG / oberste Etage,220 €,28 m²,"Proskauer Str. 28, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159804387
Tauschwohnung: Pankow Florakiez Traumwohnung gegen Mitte o. Charlottenburg,635 €,55 m²,"Tauschwohnungstraße 1, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159804394
Tauschwohnung: Wohnung am Viktoriapark,360 €,39 m²,"Tauschwohnungstraße 1, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159804405
Tauschwohnung: 4 Zimmer Loft mit Dachterrasse im Wedding gg. Schöneberg,2.000 €,120 m²,"Brüsseler Straße 50, Wedding, Berlin",https://www.immobilienscout24.de/expose/159804414
Tauschwohnung: Günstige und  helle 2-ZimmerWHG gegen 3-ZimmerWHG,260 €,39 m²,"haßlingerweg 1, Reinickendorf (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159804420
Tauschwohnung: helle 3-Zimmerwohnung in Nordneukölln mit Blick ins Grüne,1.000 €,75 m²,"Ossastr. 13, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159804428
Tauschwohnung: Einzimmerwohnung ruhige,332 €,23 m²,"Tauschwohnungstraße 1, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159804463
Tauschwohnung: 2 Raum-Wohnung gegen 3-4 Raum-Wohnung,450 €,55 m²,"Oderberger Straße  1, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159804467
Tauschwohnung: Suche Wohnung in Kreuzberg-Nähe,700 €,80 m²,"Tauschwohnungstraße 1, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159804469
Tauschwohnung: Ruhige Einzimmerwohnung am Südstern,550 €,38 m²,"Körtestraße 8, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159804470
Tauschwohnung: 3-5 Zi Wohnung gegen unsere 2 Zi  (nähe Ernst Reuter Platz),600 €,60 m²,"Cauerstrasse 1, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159804484
Tauschwohnung: Sonnige 2 Zimmer Wohnung in Friedenau gegen 3,530 €,50 m²,"Südwestkorso 7, Friedenau, Berlin",https://www.immobilienscout24.de/expose/159804487
Tauschwohnung: Landeseigene 1 Zi. Wohnung Weserkiez,430 €,35 m²,"Weserstraße 53, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159804491
Tauschwohnung: Sanierte Altbauwohnung 1 Zimmer mit separater Küche,475 €,40 m²,"Behmstr. 65, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159804496
"Tauschwohnung: 2 Zimmer, Balkon, 2. Etage",565 €,56 m²,"ebelingstr 4, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159804498
Tauschwohnung: Schöne 2-Zimmer Altbau mit Balkon,800 €,60 m²,"Fanningerstrasse 42, Lichtenberg (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159804508
Tauschwohnung: Wohnungstausch 1- gegen 2-Zimmerwohnung,330 €,32 m²,"Tauschwohnungstraße 1, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159804762
Tauschwohnung: Schöne und helle 2-Zimmerwohnung am Volkspark Friedrichshain,464 €,46 m²,"Danziger Str. 213, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159804766
"Tauschwohnung: 2 Zimmer Wohnung gegen 2,3 oder 4 Zimmer Wohnung",1.000 €,63 m²,"Tauschwohnungstraße 1, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159805196
Tauschwohnung: Gemütliche 1-Raumwohnung im Arminiuskiez in Moabit,330 €,30 m²,"Tauschwohnungstraße 1, Moabit, Berlin",https://www.immobilienscout24.de/expose/159805409
"Tauschwohnung: Helle, große und renovierte Wohnung in NK (landeseigene)",1.000 €,100 m²,"Karl-Marx-Straße 46, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159805837
Tauschwohnung: helle 3-Zimmerwohnung in zentraler Lage,1.699 €,86 m²,"Gleimstraße 38, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159806015
Tauschwohnung: 1.5 40m2 Wohnung in Rixdorf Neukölln VS. 65m2,670 €,40 m²,"Richardstr 11, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159806952
Tauschwohnung: 2 room apartment in Baumschulenweg,630 €,52 m²,"Trojanstr  8, Baumschulenweg, Berlin",https://www.immobilienscout24.de/expose/159807246
Tauschwohnung: Wunderschöne 2 Zimmer Wohnung in Britz mit grünem Blick,350 €,52 m²,"Malchiner Strasse 122, Britz, Berlin",https://www.immobilienscout24.de/expose/159807418
Tauschwohnung: Senftenbergering35 A,1.000 €,90 m²,"Tauschwohnungstraße 1, Wittenau, Berlin",https://www.immobilienscout24.de/expose/159807511
Tauschwohnung: Wohnung mit offener Wohnküche,800 €,75 m²,"Tauschwohnungstraße 1, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159807512
Tauschwohnung: Tauschwohnung in Berlin-Friedenau,900 €,78 m²,"Görresstraße  1, Friedenau, Berlin",https://www.immobilienscout24.de/expose/159808710
Tauschwohnung: 80 qm (4 Zimmer) in Alt-Hohenschönhausen gegen mehr qm!,560 €,80 m²,"Suermondtstr. 46, Alt-Hohenschönhausen, Berlin",https://www.immobilienscout24.de/expose/159808821
"Tauschwohnung: Schöne, ruhige Altbauwohnung im 2. Hinterhof",600 €,60 m²,"Weisestr. 11, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159809897
"Tauschwohnung: Tausche unsere 3,5 Zimmer gegen 4-5 Zimmer in Neukölln",650 €,85 m²,"Alt Britz  A, Britz, Berlin",https://www.immobilienscout24.de/expose/159810080
Tauschwohnung: 1 Zimmer Altbauwohnung Prenzlauer Berg gg. 2 Z- Wohnhng,356 €,35 m²,"Naugarder Straße  1, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159810201
THE MILE - Hochwertige stilvoll eingerichtete 2 Zimmer Wohnung in Mitte,1.850 €,43 m²,"Chausseestrasse 37, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/101982243
Single-Traum in grüner Umgebung!,"723,50 €","48,22 m²","Rummelsburger Straße 28, Friedrichsfelde, Berlin",https://www.immobilienscout24.de/expose/150786515
Moderne City-Wohnung mit Wohlfühlcharakter und Weitblick,1.869 €,85 m²,"Potsdamer Straße 4, Tiergarten, Berlin",https://www.immobilienscout24.de/expose/158139819
"Hauptstadtpanorama inklusive – 
Exklusives Penthouse im Berliner Herzen",5.930 €,234 m²,"Markgrafenstraße 42, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159802403
kleine 2-Zimmerwohnung inklusive Wohnküche und Terrasse/Gartenstück,"1.052,45 €","36,86 m²","Lobeckstraße 74, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159810141
Erstbezug! Lichtdurchflutete 3-Zimmer-Neubauwohnung mit Terrasse im Grünen Süden Berlins,1.350 €,75 m²,"Lichterfelde, Berlin",https://www.immobilienscout24.de/expose/159515395
Erstklassiges Wohngefühl: 2-Zimmer-Wohnung mit Balkon,1.285 €,"60,29 m²","Prenzlauer Promenade 49C, Heinersdorf, Berlin",https://www.immobilienscout24.de/expose/158579795
Hochwertig ausgestattete 3 Zimmer Wohnung in direkter Umgebung des Potsdamer Platz & Nollendorfplatz,1.960 €,"71,78 m²","Schönegarten 2, Tiergarten, Berlin",https://www.immobilienscout24.de/expose/148760890
Zentral gelegene 3 Zimmer Wohnung direkt am Hackeschen Markt. Vollmöbliert und ausgestattet.,3.000 €,102 m²,"Rosenthaler Straße 44, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158131980
"Blueground ID362, Schöneberg",1.720 €,"48,5 m²","Nürnberger Straße 68, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/158256454
Attraktive 2 Zimmer Wohnung direkt am Hackeschen Markt. Hochwertig möbliert und ausgestattet.,2.070 €,55 m²,"Rosenthaler Straße 44, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/148406046
Einmalige 2 Zimmer Wohnung in bester Lage,1.580 €,"78,69 m²","Forster Straße 36-37, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/150336481
"Barrierefreie 2-Zimmer-Wohnung in Berlin-Pankow mit Balkon und Aufzug – stilvoll, ruhig, gut gelegen","1.455,04 €","65,69 m²","Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159789393
Furnished Luxury Apartment - New 3 Room (2 Bedroom) in the Center of Berlin!,2.100 €,78 m²,"Stallschreiberstraße 18, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/126091129
Exklusive 3 Zimmerwohnung Nahe Kudamm zu vermieten,"1.890,40 €","94,52 m²","Lietzenburger Straße 86, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/158753774
Frisch renovierte 2 Zimmerwohnung Nahe Kudamm / Unit*12,"1.467,20 €","73,36 m²","Lietzenburger Straße 86, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/158962066
Frisch sanierte 2-Zimmer-Wohnung mit privatem Gartenanteil,1.100 €,50 m²,"Maji-Maji-Allee 17, Wedding, Berlin",https://www.immobilienscout24.de/expose/159806682
4 passende Wohneinheiten: Willkommen in Ihrer voll möblierten Studentenwohnung! Warmmiete inkl. Strom und Internet!,765 - 990 €,"27,00 - 50,00 m²","Rennbahnstraße 83/84, 13086 Berlin",https://www.immobilienscout24.dehttps://www.immobilienscout24.de/neubau/bewocon-berliner-wohnbau-consult-gmbh/rennbahnstrasse-83-84/129496.html
Ein Statement für Ästhetik – Erstklassiges Wohnen Am Tacheles,3.600 €,99 m²,"Aaron-Bernstein-Platz 4, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159804301
Exklusive Stadtwohnung mit Blick auf die Apostelkirche,2.900 €,106 m²,"Else-Lasker-Schüler-Straße 4, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159804240
Erstbezug: Moderne 3-Zimmer-Wohnung im Neubau in Köpenick mit unbefristeter Mietvertrag,1.900 €,"89,31 m²","Mahlsdorfer Straße 7B, Köpenick, Berlin",https://www.immobilienscout24.de/expose/159492241
1 passende Wohneinheit: Neubau in Berlin Reinickendorff,1.000 - 1.990 €,"75,00 - 126,00 m²","Raschdorffstraße 85a, 13409 Berlin",https://www.immobilienscout24.dehttps://www.immobilienscout24.de/neubau/raschdorffstrasse-grundbesitz-gmbh/raschdorfstrasse/131980.html
Möbliert oder unmöbliert! Bezugsfreie 2-Zimmer-Wohnung zur Miete! Ideal für Doktoranden!,1.200 €,60 m²,"Steglitz, Berlin",https://www.immobilienscout24.de/expose/159803823
Zu Vermieten! Helle und großzügige Maisonette-Wohnung in Gründerzeit-Villa in Grunewalds Bestlage!,3.800 €,190 m²,"Trabener Straße 27, Grunewald, Berlin",https://www.immobilienscout24.de/expose/159803202
Exklusive 3-Zimmer-Wohnung mit gehobener Innenausstattung mit Einbauküche in Berlin Mitte,2.256 €,94 m²,"Chausseestrasse 122, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158883183
Neubau-Highlight über den Dächern Kreuzbergs: Erstbezug in zentraler Premiumlage,3.425 €,125 m²,"Hagelberger Straße 5, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159801818
Traumhafte Dachgeschoss-Maisonette in bester Kreuzberger Lage,2.490 €,97 m²,"Hagelberger Straße 5, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159801777
Erstbezug in Dachgeschossneubau - Leben in bester Kreuzberger Lage,3.775 €,151 m²,"Hagelberger Straße 5, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159801720
"Moderne, helle 3 Zimmer-Wohnung mit Terrasse in ruhiger Lage in Johannisthal",1.395 €,75 m²,"Johannisthal, Berlin",https://www.immobilienscout24.de/expose/159091426
Super Wohnung mit SÜD-WEST-Terrasse*Einbauküche*SUPER Schnitt'*Blick ins GRÜNE*Müggelsee ums Eck,1.400 €,76 m²,"Rahnsdorf, Berlin",https://www.immobilienscout24.de/expose/159801491
Single East-Side Top Floor Apartment - voll möbliert - ruhig & all inclusive ab sofort,1.000 €,25 m²,"Helsingforser Straße 15, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/126471898
"Exklusiv möbliertes, lichtdurchflutetes Appartement im GRANDAIRE in Berlins Mitte ab 15.05.2025",2.980 €,93 m²,"Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/135898383
"Erstbzg nach San.!Top Energiewert,gesp.Wände,gr.Westterrasse,Fussbodenhzg,Parkett,2.WC,hohe Decken",1.890 €,"131,58 m²","Falkenbrunnstraße 21, Altglienicke, Berlin",https://www.immobilienscout24.de/expose/159799820
"Modern, hell und hochwertig! 2-Zimmer mit Balkon und EBK",970 €,56 m²,"Marzahn, Berlin",https://www.immobilienscout24.de/expose/149330348
1 passende Wohneinheit: Wohnen in Berlins pulsierendem Osten,2.120 - 2.328 €,"141,00 - 141,00 m²","Kaaden-Ring 22, 12623 Berlin",https://www.immobilienscout24.dehttps://www.immobilienscout24.de/neubau/terra-immobilien-management-gmbh/wohnen-in-berlins-pulsierendem-osten/133060.html
Wunderschöne DG Wohnung direkt an der Spree mit Dachterasse,1.790 €,58 m²,"Stralauer Allee 14a, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/158731045
Exklusive  und helle Erdgeschosswohnung in Westend,1.899 €,82 m²,"Westendallee 80, Westend, Berlin",https://www.immobilienscout24.de/expose/159798141
THE MILE - Hochwertige stilvoll eingerichtete 2 Zimmer Wohnung in Mitte,1.499 €,43 m²,"Chausseestrasse 37, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159798044
Hochwertige Dachgeschosswohnung mit großer gemütlicher Dachterrasse,2.379 €,128 m²,"Köpenick, Berlin",https://www.immobilienscout24.de/expose/157315007
Hübsche Pärchenwohnung mit Balkon und neuem Wannenbad!,799 €,"56,12 m²","Beyerstraße 6, Wilhelmstadt, Berlin",https://www.immobilienscout24.de/expose/159777926
"WBS-pflichtiges Apartment für max. 2 Personen! NUR MIT WBS! (Ja, wirklich, nur mit WBS)","567,37 €","74,19 m²","Alt-Reinickendorf 1, Reinickendorf (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159778261
Ihre Zukunft - Ihre Wohnung: Große 3 Zimmer-Wohnung im Sprengelkiez,"2.027,42 €","119,26 m²","Torfstraße 11, Wedding, Berlin",https://www.immobilienscout24.de/expose/159778379
Lichtdurchflutete Dachgeschosswohnung mit Terrasse,2.340 €,"107,4 m²","Wedding, Berlin",https://www.immobilienscout24.de/expose/158435920
Wohnungstausch: Storkower Straße 211,350 €,32 m²,"Storkower Straße 211, Fennpfuhl, Berlin",https://www.immobilienscout24.de/expose/158264417
Wohnungstausch: Rostocker Straße 33,400 €,60 m²,"Rostocker Straße 33, Moabit, Berlin",https://www.immobilienscout24.de/expose/158264439
Wohnungstausch: Silbersteinstraße 114,1.200 €,75 m²,"Silbersteinstraße 114, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158456477
Wohnungstausch: Elfriede-Brüning-Straße 12,544 €,48 m²,"Elfriede-Brüning-Straße 12, Hellersdorf, Berlin",https://www.immobilienscout24.de/expose/158456583
Wohnungstausch: Smetanastraße 28,550 €,50 m²,"Smetanastraße 28, Weißensee, Berlin",https://www.immobilienscout24.de/expose/158580873
Wohnungstausch: Hertzstraße 56,650 €,61 m²,"Hertzstraße 56, Wilhelmsruh, Berlin",https://www.immobilienscout24.de/expose/158580890
Wohnungstausch: Dolziger Straße 5,1.021 €,56 m²,"Dolziger Straße 5, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/158580930
Wohnungstausch: Skalitzer Straße 2,503 €,76 m²,"Skalitzer Straße 2, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/158580968
Wohnungstausch: Neuenburger Straße 19,2.200 €,101 m²,"Neuenburger Straße 19, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/158581026
Wohnungstausch: Lortzingstraße 25,516 €,61 m²,"Lortzingstraße 25, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/158581071
Wohnungstausch: Wönnichstraße 110,470 €,55 m²,"Wönnichstraße 110, Rummelsburg, Berlin",https://www.immobilienscout24.de/expose/158581086
Wohnungstausch: Sanderstraße 14,740 €,60 m²,"Sanderstraße 14, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158581127
Wohnungstausch: Pflügerstraße 65,1.000 €,85 m²,"Pflügerstraße 65, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158581225
Wohnungstausch: Mühsamstraße 21,790 €,67 m²,"Mühsamstraße 21, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/158605306
Wohnungstausch: Kopernikusstraße 35,600 €,67 m²,"Kopernikusstraße 35, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/155033374
Wohnungstausch: Gerlinger Straße 18,700 €,83 m²,"Gerlinger Straße 18, Buckow, Berlin",https://www.immobilienscout24.de/expose/158605460
Wohnungstausch: Rubusweg 4,699 €,67 m²,"Rubusweg 4, Altglienicke, Berlin",https://www.immobilienscout24.de/expose/158605478
Wohnungstausch: Rigaer Str. 2,650 €,75 m²,"Rigaer Str. 2, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/158605518
Wohnungstausch: Bergmannstraße 91,800 €,60 m²,"Bergmannstraße 91, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/158618743
Wohnungstausch: Lychener Straße 30,550 €,35 m²,"Lychener Straße 30, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/158618836
Wohnungstausch: Griebenowstraße 3,400 €,50 m²,"Griebenowstraße 3, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/155080118
Wohnungstausch: Triftstraße 59,460 €,30 m²,"Triftstraße 59, Wedding, Berlin",https://www.immobilienscout24.de/expose/158730206
Wohnungstausch: Oranienstraße 100,950 €,65 m²,"Oranienstraße 100, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/158730218
Wohnungstausch: Donaustraße 111,900 €,84 m²,"Donaustraße 111, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158730231
"3,5-Zimmer-Altbauwohnung mit Küche und Aufzug in Steglitz",2.050 €,"128,54 m²","Schloßstraße  67, Steglitz, Berlin",https://www.immobilienscout24.de/expose/159704400
"Sommeraktion! 1 NKM frei - Ansehen, einziehen, wohlfühlen - tolle Aussicht inklusive",1.233 €,"61,67 m²","Gelieustraße 6g, Lichterfelde, Berlin",https://www.immobilienscout24.de/expose/157935557
Viel Platz zum Leben und Arbeiten - Raumwunder nahe Berlin Hauptbahnhof *ab sofort*,2.070 €,"89,7 m²","George-Stephenson-Straße 12, Moabit, Berlin",https://www.immobilienscout24.de/expose/159773750
Perfekt für Familie oder WG! Am Tierpark!,1.269 €,"84,58 m²","Treskowallee 65, Karlshorst, Berlin",https://www.immobilienscout24.de/expose/148356667
Luxuswohnung in der Villa Grunewaldherz mit Concierge,9.000 €,"188,01 m²","Schmargendorf, Berlin",https://www.immobilienscout24.de/expose/147728791
Modernisierte 3-Zimmer Wohnung mit Einbauküche,"1.555,32 €","85,75 m²","Föhrer Straße 10, Wedding, Berlin",https://www.immobilienscout24.de/expose/159776143
Modernisierte 1- Zimmerwohnung mit Balkon und Einbauküche im Süden Berlins zu vermieten,"612,87 €","32,95 m²","Marienfelder Allee 146, Marienfelde, Berlin",https://www.immobilienscout24.de/expose/159635909
Hochwertige 2-Zimmer-Wohnung mit Balkon in Bestlage Reuterkiez,1.737 €,64 m²,"Friedelstrasse 7, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158729748
"Fully furnished, spacious 3 room apartment in the African Quarter in Wedding",1.336 €,81 m²,"Guineastr. 35, Wedding, Berlin",https://www.immobilienscout24.de/expose/158753473
Erstbezug: Innovatives Wohnen in einzigartigem Holz-Hybrid-Bau,1.250 €,36 m²,"Stendaler Straße 1, Moabit, Berlin",https://www.immobilienscout24.de/expose/157770848
Urbanes Wohnen: Sonnendurchflutetes Dachgeschoss mit spektakulärer Dachterrasse,3.200 €,182 m²,"Behmstraße 77, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159443236
Exklusive Stadtwohnung mit unvergleichlichem Gendarmenmarkt-Panorama im Q205,"1.962,70 €",83 m²,"Charlottenstraße 57, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159443942
Im Herzen Berlins wohnen - perfekt für WG-s,2.990 €,114 m²,"Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157098528
Befristet für 18 Monate - Geräumige möblierte Wohnung in Berlin in der Friedrichstraße,1.900 €,82 m²,"Marien Straße 9, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158727639
Hochwertig ausgestattete 3 Zimmer Wohnung in direkter Umgebung des Potsdamer Platz & Nollendorfplatz,2.410 €,90 m²,"Schönegarten 10, Tiergarten, Berlin",https://www.immobilienscout24.de/expose/147966255
Wunderschöne drei Zimmer Wohnung in grüner Lage nur wenige Minuten vom Mauerpark entfernt,1.710 €,"82,12 m²","Ibsenstraße 16, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/148503983
Wunderschöne vollmöblierte & hochwertig ausgestattete Studio Wohnung direkt am Hackeschen Markt.,1.750 €,"44,5 m²","Rosenthaler Straße 44, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158091981
Wunderschöne vollmöblierte 2 Zimmer Wohnung in der nähe der Friedrichstraße,1.620 €,"51,26 m²","Luisenstraße 40, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/158091982
Super schöne 3 Zimmer Wohnung in toller Lage in Charlottenburg. Hochwertige Möbel und Austattung,1.560 €,"65,69 m²","Hohenzollerndamm 73A, Schmargendorf, Berlin",https://www.immobilienscout24.de/expose/148129350
"Exquisite 3-Zi-Wohnung, Top-Lage mit Parkblick. Voll möbliert, komplett ausgestattet.",1.350 €,"96,38 m²","Mainzer Straße 36, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/147556095
